commande	1_graph	8_frantfreqparm
36656	bouffent	0.71
36657	bouffis	0.71
36658	bouilleurs	0.71
36659	bourdonnent	0.71
36660	bourgmestre	0.71
36661	branchée	0.71
36662	branlait	0.71
36663	braquait	0.71
36664	bravos	0.71
36665	bright	0.71
36666	briquets	0.71
36667	bronzées	0.71
36668	bronzés	0.71
36669	broussailleux	0.71
36670	bucolique	0.71
36671	béatement	0.71
36672	bégayant	0.71
36673	béliers	0.71
36674	cabochon	0.71
36675	caddy	0.71
36676	caduques	0.71
36677	calculatrices	0.71
36678	calleuses	0.71
36679	camelots	0.71
36680	camouflés	0.71
36681	camphre	0.71
36682	cancan	0.71
36683	caoutchoucs	0.71
36684	caoutchoutiers	0.71
36685	capitonnés	0.71
36686	carafes	0.71
36687	carcans	0.71
36688	casernement	0.71
36689	casseurs	0.71
36690	cernaient	0.71
36691	cessât	0.71
36692	chanceux	0.71
36693	chancre	0.71
36694	charpentières	0.71
36695	charron	0.71
36696	chassent	0.71
36697	chassieux	0.71
36698	chatoyant	0.71
36699	chauvinisme	0.71
36700	chavire	0.71
36701	chemisettes	0.71
36702	chianti	0.71
36703	chiotte	0.71
36704	chiquer	0.71
36705	choristes	0.71
36706	chrysalide	0.71
36707	ciboulot	0.71
36708	cigognes	0.71
36709	cinquantième	0.71
36710	cinéastes	0.71
36711	circonscrite	0.71
36712	citoyenneté	0.71
36713	civilité	0.71
36714	clairvoyants	0.71
36715	clapiers	0.71
36716	clignement	0.71
36717	climatologiques	0.71
36718	clochetons	0.71
36719	cloques	0.71
36720	cloua	0.71
36721	cocagne	0.71
36722	coiffa	0.71
36723	colifichets	0.71
36724	colite	0.71
36725	collectivisme	0.71
36726	complétaient	0.71
36727	comporta	0.71
36728	comprendrai	0.71
36729	comprimée	0.71
36730	comptines	0.71
36731	comtés	0.71
36732	concernée	0.71
36733	concertés	0.71
36734	confonde	0.71
36735	conféraient	0.71
36736	conquises	0.71
36737	conscription	0.71
36738	conservatoires	0.71
36739	conserveurs	0.71
36740	consommatrice	0.71
36741	contaminée	0.71
36742	contestées	0.71
36743	contestés	0.71
36744	continuions	0.71
36745	contractures	0.71
36746	contribuera	0.71
36747	convive	0.71
36748	coquettes	0.71
36749	corso	0.71
36750	corvettes	0.71
36751	costards	0.71
36752	coucherai	0.71
36753	coud	0.71
36754	courbait	0.71
36755	coutil	0.71
36756	couturières	0.71
36757	couvrante	0.71
36758	cramponnait	0.71
36759	cramponner	0.71
36760	crevées	0.71
36761	criards	0.71
36762	criblée	0.71
36763	cristallise	0.71
36764	critiquait	0.71
36765	cueillie	0.71
36766	cuisinières	0.71
36767	cultivables	0.71
36768	cumule	0.71
36769	cumuler	0.71
36770	cuti	0.71
36771	cyanamide	0.71
36772	célébrations	0.71
36773	dabe	0.71
36774	dansèrent	0.71
36775	demanderons	0.71
36776	demandiez	0.71
36777	desdits	0.71
36778	desservent	0.71
36779	diaspora	0.71
36780	diffusant	0.71
36781	diminuaient	0.71
36782	dindes	0.71
36783	dipôles	0.71
36784	disculper	0.71
36785	dispersa	0.71
36786	disproportionnée	0.71
36787	dissolvait	0.71
36788	distendus	0.71
36789	distraites	0.71
36790	distrayant	0.71
36791	distribuaient	0.71
36792	dominicain	0.71
36793	doublures	0.71
36794	dry	0.71
36795	débauché	0.71
36796	débouchèrent	0.71
36797	déboutonner	0.71
36798	débrouillerai	0.71
36799	débrouillez	0.71
36800	décalé	0.71
36801	déchiquetées	0.71
36802	déchirantes	0.71
36803	déciderait	0.71
36804	déclarées	0.71
36805	déclina	0.71
36806	décollant	0.71
36807	décolonisation	0.71
36808	dédie	0.71
36809	dédiée	0.71
36810	dédoubler	0.71
36811	déduisent	0.71
36812	déduisit	0.71
36813	défilant	0.71
36814	défécation	0.71
36815	déglingue	0.71
36816	déguerpir	0.71
36817	dégénérer	0.71
36818	démangeaison	0.71
36819	démasquer	0.71
36820	dénaturer	0.71
36821	dénonciations	0.71
36822	dépeindre	0.71
36823	dépendu	0.71
36824	dépliants	0.71
36825	déposaient	0.71
36826	déraper	0.71
36827	dérobés	0.71
36828	désavantage	0.71
36829	désolées	0.71
36830	détaillants	0.71
36831	détériore	0.71
36832	dévalent	0.71
36833	dévider	0.71
36834	dévisser	0.71
36835	dînant	0.71
36836	dît	0.71
36837	effacèrent	0.71
36838	effondrent	0.71
36839	embolie	0.71
36840	embraser	0.71
36841	embrouilles	0.71
36842	embrouillé	0.71
36843	embuscades	0.71
36844	emmenaient	0.71
36845	emmitouflé	0.71
36846	emmènent	0.71
36847	emparèrent	0.71
36848	emplies	0.71
36849	empyrée	0.71
36850	enchanteresse	0.71
36851	enclaves	0.71
36852	enfonçai	0.71
36853	enivrer	0.71
36854	enjambée	0.71
36855	enlevaient	0.71
36856	enrhumé	0.71
36857	enrôler	0.71
36858	ensanglantés	0.71
36859	enserrait	0.71
36860	entrelacées	0.71
36861	entrelacés	0.71
36862	entrât	0.71
36863	envisageaient	0.71
36864	ergots	0.71
36865	escalopes	0.71
36866	escarbilles	0.71
36867	esgourdes	0.71
36868	esquissées	0.71
36869	essaies	0.71
36870	esters	0.71
36871	estimons	0.71
36872	exigible	0.71
36873	existes	0.71
36874	exonération	0.71
36875	expertes	0.71
36876	extirpa	0.71
36877	extériorisation	0.71
36878	exutoire	0.71
36879	exécutoires	0.71
36880	fans	0.71
36881	farandole	0.71
36882	fauchée	0.71
36883	feins	0.71
36884	feuillants	0.71
36885	fiancées	0.71
36886	fidélités	0.71
36887	figurative	0.71
36888	filante	0.71
36889	financée	0.71
36890	flamande	0.71
36891	flop	0.71
36892	fonctionna	0.71
36893	forcenés	0.71
36894	forez	0.71
36895	forfaits	0.71
36896	formaliste	0.71
36897	fortiche	0.71
36898	forçais	0.71
36899	fossoyeurs	0.71
36900	fournisse	0.71
36901	foutra	0.71
36902	franchies	0.71
36903	frapperait	0.71
36904	frayait	0.71
36905	frelon	0.71
36906	frimas	0.71
36907	fripon	0.71
36908	frisant	0.71
36909	friselis	0.71
36910	froissant	0.71
36911	frontons	0.71
36912	frémis	0.71
36913	fuligineux	0.71
36914	furibond	0.71
36915	fusillades	0.71
36916	fusions	0.71
36917	fédérées	0.71
36918	gaucher	0.71
36919	gavroche	0.71
36920	gesticule	0.71
36921	gibbon	0.71
36922	gibet	0.71
36923	glaça	0.71
36924	glaçon	0.71
36925	goguette	0.71
36926	goitres	0.71
36927	gonococcique	0.71
36928	goulue	0.71
36929	graillée	0.71
36930	grandissaient	0.71
36931	greffé	0.71
36932	grignard	0.71
36933	grimpèrent	0.71
36934	grippal	0.71
36935	grisons	0.71
36936	grolles	0.71
36937	gâteuse	0.71
36938	gâtisme	0.71
36939	gèrent	0.71
36940	habituent	0.71
36941	hachées	0.71
36942	hameçons	0.71
36943	hautains	0.71
36944	havresac	0.71
36945	hexagonal	0.71
36946	hideuses	0.71
36947	histologiques	0.71
36948	hitlérisme	0.71
36949	hochets	0.71
36950	hoquetant	0.71
36951	huitaine	0.71
36952	hygrométrique	0.71
36953	hépatite	0.71
36954	hétérosexuels	0.71
36955	ignorances	0.71
36956	illicite	0.71
36957	imagé	0.71
36958	imitaient	0.71
36959	immaculées	0.71
36960	implicites	0.71
36961	imposantes	0.71
36962	improprement	0.71
36963	improvisée	0.71
36964	impérialiste	0.71
36965	inconduite	0.71
36966	incongruité	0.71
36967	incroyants	0.71
36968	incurie	0.71
36969	indestructibles	0.71
36970	indiscrètes	0.71
36971	indissociables	0.71
36972	individualiser	0.71
36973	individualités	0.71
36974	indulgences	0.71
36975	inexpliqué	0.71
36976	infiltrait	0.71
36977	infiltrations	0.71
36978	ingéniait	0.71
36979	initiatiques	0.71
36980	injurieux	0.71
36981	inonda	0.71
36982	inopportun	0.71
36983	insatisfait	0.71
36984	installâmes	0.71
36985	instantanées	0.71
36986	instructives	0.71
36987	insérée	0.71
36988	intendante	0.71
36989	intermittentes	0.71
36990	internationalement	0.71
36991	interposées	0.71
36992	interrogées	0.71
36993	interrompent	0.71
36994	interstice	0.71
36995	intrépides	0.71
36996	invitai	0.71
36997	iodée	0.71
36998	irradié	0.71
36999	irriguées	0.71
37000	irréprochables	0.71
37001	isothermes	0.71
37002	item	0.71
37003	jaillirent	0.71
37004	jugeai	0.71
37005	jugerez	0.71
37006	jugeront	0.71
37007	jupette	0.71
37008	juxtapose	0.71
37009	kamikaze	0.71
37010	kayak	0.71
37011	kiki	0.71
37012	laits	0.71
37013	lamente	0.71
37014	languide	0.71
37015	larcin	0.71
37016	lavandières	0.71
37017	laveur	0.71
37018	leucémies	0.71
37019	liage	0.71
37020	limitative	0.71
37021	lissait	0.71
37022	littorales	0.71
37023	longitudinal	0.71
37024	lorgnette	0.71
37025	louchant	0.71
37026	loueur	0.71
37027	lumignon	0.71
37028	lynx	0.71
37029	lâchera	0.71
37030	légations	0.71
37031	machiavélique	0.71
37032	macromolécule	0.71
37033	magots	0.71
37034	malaria	0.71
37035	malencontreusement	0.71
37036	malfaisance	0.71
37037	manants	0.71
37038	mandarin	0.71
37039	manivelles	0.71
37040	manucure	0.71
37041	manuscrite	0.71
37042	marcheurs	0.71
37043	marquante	0.71
37044	marquèrent	0.71
37045	martelé	0.71
37046	mastiquer	0.71
37047	math	0.71
37048	matricules	0.71
37049	maussades	0.71
37050	maîtrisée	0.71
37051	mensongère	0.71
37052	mentionnant	0.71
37053	microbiennes	0.71
37054	microfilms	0.71
37055	mijotait	0.71
37056	milligramme	0.71
37057	minos	0.71
37058	minot	0.71
37059	miséricordieux	0.71
37060	monarchistes	0.71
37061	moscovite	0.71
37062	motocyclistes	0.71
37063	motorisée	0.71
37064	mourras	0.71
37065	mousserons	0.71
37066	mousseuse	0.71
37067	multiplications	0.71
37068	murer	0.71
37069	muscat	0.71
37070	musculeux	0.71
37071	méfiais	0.71
37072	métabolique	0.71
37073	métamorphosait	0.71
37074	métèques	0.71
37075	mêlèrent	0.71
37076	nantie	0.71
37077	nasse	0.71
37078	navrant	0.71
37079	nescience	0.71
37080	nicotine	0.71
37081	noircissait	0.71
37082	novatrice	0.71
37083	nécessiter	0.71
37084	nécrose	0.71
37085	négligea	0.71
37086	négocie	0.71
37087	obole	0.71
37088	obstina	0.71
37089	ocres	0.71
37090	odorants	0.71
37091	oisive	0.71
37092	olympien	0.71
37093	ombreux	0.71
37094	omniprésent	0.71
37095	opposèrent	0.71
37096	oratorio	0.71
37097	oreillettes	0.71
37098	originellement	0.71
37099	oscillent	0.71
37100	ostensible	0.71
37101	ouvrît	0.71
37102	ouïes	0.71
37103	pacification	0.71
37104	pacifistes	0.71
37105	pailles	0.71
37106	paissaient	0.71
37107	palatin	0.71
37108	palmeraies	0.71
37109	parais	0.71
37110	parcimonieux	0.71
37111	parfumerie	0.71
37112	parieur	0.71
37113	parlés	0.71
37114	parpaings	0.71
37115	partageons	0.71
37116	partiez	0.71
37117	patauge	0.71
37118	pathos	0.71
37119	patriarcales	0.71
37120	patronages	0.71
37121	pelletées	0.71
37122	pelures	0.71
37123	penchais	0.71
37124	perceptive	0.71
37125	perfectionna	0.71
37126	perpète	0.71
37127	persistantes	0.71
37128	persuadait	0.71
37129	persuasif	0.71
37130	persécutés	0.71
37131	pervertir	0.71
37132	pesées	0.71
37133	pharisiens	0.71
37134	picot	0.71
37135	pieuvres	0.71
37136	pimpantes	0.71
37137	pisseuse	0.71
37138	pivotement	0.71
37139	piétinent	0.71
37140	plaidait	0.71
37141	planning	0.71
37142	plongeai	0.71
37143	ploucs	0.71
37144	pluraliste	0.71
37145	plâtras	0.71
37146	poilues	0.71
37147	pointage	0.71
37148	poiriers	0.71
37149	polymorphisme	0.71
37150	polémiste	0.71
37151	ponctuellement	0.71
37152	portante	0.71
37153	postillon	0.71
37154	poudreuse	0.71
37155	pouffiasse	0.71
37156	pourrissaient	0.71
37157	poursuive	0.71
37158	praticables	0.71
37159	pressens	0.71
37160	prierai	0.71
37161	primeur	0.71
37162	priés	0.71
37163	probante	0.71
37164	profanation	0.71
37165	propagations	0.71
37166	prospectifs	0.71
37167	prote	0.71
37168	provoquera	0.71
37169	proéminent	0.71
37170	précisaient	0.71
37171	préconisait	0.71
37172	préférions	0.71
37173	présidente	0.71
37174	prétendants	0.71
37175	prétendirent	0.71
37176	prévenante	0.71
37177	prévenez	0.71
37178	prévisionnel	0.71
37179	prêtresses	0.71
37180	putois	0.71
37181	pygmées	0.71
37182	pyrimidiques	0.71
37183	pâtir	0.71
37184	pébroque	0.71
37185	pégase	0.71
37186	pélican	0.71
37187	pétale	0.71
37188	pétillement	0.71
37189	pété	0.71
37190	quasimodo	0.71
37191	questionnait	0.71
37192	raccommodage	0.71
37193	raccords	0.71
37194	raconteras	0.71
37195	radicelles	0.71
37196	radioastronomie	0.71
37197	rafles	0.71
37198	raillerie	0.71
37199	ralentissaient	0.71
37200	rappellerai	0.71
37201	rassuraient	0.71
37202	ravale	0.71
37203	ravitaillements	0.71
37204	recompose	0.71
37205	reconnaissions	0.71
37206	recourbés	0.71
37207	rectale	0.71
37208	reculèrent	0.71
37209	redécouverte	0.71
37210	refaite	0.71
37211	refermaient	0.71
37212	refroidissant	0.71
37213	regrettes	0.71
37214	reinette	0.71
37215	relecture	0.71
37216	reléguer	0.71
37217	remaniée	0.71
37218	remarier	0.71
37219	remontées	0.71
37220	remorquer	0.71
37221	remplacèrent	0.71
37222	remît	0.71
37223	rencontrerons	0.71
37224	renforça	0.71
37225	renvoyées	0.71
37226	reprochant	0.71
37227	reprochez	0.71
37228	resplendissante	0.71
37229	ressembles	0.71
37230	retardant	0.71
37231	retardent	0.71
37232	retentissante	0.71
37233	retrouves	0.71
37234	rira	0.71
37235	rivalisaient	0.71
37236	rivée	0.71
37237	romances	0.71
37238	roquette	0.71
37239	rote	0.71
37240	rougies	0.71
37241	roulez	0.71
37242	routinier	0.71
37243	ruait	0.71
37244	rugissant	0.71
37245	ruineuse	0.71
37246	ruèrent	0.71
37247	réalisèrent	0.71
37248	réapparaissent	0.71
37249	récalcitrants	0.71
37250	récupérait	0.71
37251	récupérée	0.71
37252	rédactions	0.71
37253	rédempteur	0.71
37254	réductibles	0.71
37255	réformée	0.71
37256	réfugia	0.71
37257	réfugient	0.71
37258	régressions	0.71
37259	réinventer	0.71
37260	réjouissance	0.71
37261	réorganisé	0.71
37262	répandirent	0.71
37263	répondît	0.71
37264	réprime	0.71
37265	répétiteurs	0.71
37266	résineuse	0.71
37267	résonnant	0.71
37268	rétracter	0.71
37269	révélerait	0.71
37270	rêvions	0.71
37271	rêvons	0.71
37272	sacrifiées	0.71
37273	saga	0.71
37274	saillante	0.71
37275	saisirent	0.71
37276	salaisons	0.71
37277	salit	0.71
37278	salivaires	0.71
37279	sanglés	0.71
37280	saprophytes	0.71
37281	sautez	0.71
37282	sauvez	0.71
37283	schématiques	0.71
37284	schématisation	0.71
37285	scoutisme	0.71
37286	sectaires	0.71
37287	semestres	0.71
37288	semoule	0.71
37289	sentirais	0.71
37290	serpillières	0.71
37291	serrons	0.71
37292	serti	0.71
37293	shit	0.71
37294	silène	0.71
37295	slalom	0.71
37296	sollicités	0.71
37297	song	0.71
37298	songeries	0.71
37299	sophisme	0.71
37300	sortiras	0.71
37301	soupèse	0.71
37302	spath	0.71
37303	spéculateurs	0.71
37304	spéculatifs	0.71
37305	spéculer	0.71
37306	standardiste	0.71
37307	statisticien	0.71
37308	statuaire	0.71
37309	stoïciens	0.71
37310	strapontin	0.71
37311	striées	0.71
37312	subirent	0.71
37313	sucette	0.71
37314	sucrier	0.71
37315	suffocation	0.71
37316	suffoquée	0.71
37317	suggérées	0.71
37318	suintant	0.71
37319	sulfureux	0.71
37320	supplanter	0.71
37321	surgisse	0.71
37322	survenues	0.71
37323	synapse	0.71
37324	séduits	0.71
37325	sélecteur	0.71
37326	tabacs	0.71
37327	tacheté	0.71
37328	tarifaire	0.71
37329	tempérer	0.71
37330	tergiversations	0.71
37331	terrassement	0.71
37332	terrifiantes	0.71
37333	thésaurisation	0.71
37334	tiendraient	0.71
37335	tiendrons	0.71
37336	timbales	0.71
37337	timonerie	0.71
37338	tison	0.71
37339	toboggan	0.71
37340	tombales	0.71
37341	tomberont	0.71
37342	tondus	0.71
37343	tonitruante	0.71
37344	tonnellerie	0.71
37345	tonner	0.71
37346	tortionnaires	0.71
37347	tortueuses	0.71
37348	totalitarisme	0.71
37349	touchèrent	0.71
37350	tournes	0.71
37351	tournesol	0.71
37352	tourniquets	0.71
37353	traditionaliste	0.71
37354	traduisaient	0.71
37355	tralala	0.71
37356	transcendantal	0.71
37357	transfigurer	0.71
37358	transfigurée	0.71
37359	transfuges	0.71
37360	transfusions	0.71
37361	transmit	0.71
37362	transparaissait	0.71
37363	transpirant	0.71
37364	traquenard	0.71
37365	traînards	0.71
37366	traîneaux	0.71
37367	traînes	0.71
37368	traînés	0.71
37369	traîtreusement	0.71
37370	tressailli	0.71
37371	triangulation	0.71
37372	tricycle	0.71
37373	trombones	0.71
37374	trottiner	0.71
37375	trèpe	0.71
37376	trépidation	0.71
37377	tubard	0.71
37378	tuf	0.71
37379	tumultueuses	0.71
37380	tuméfié	0.71
37381	turbans	0.71
37382	turbulences	0.71
37383	tâchons	0.71
37384	téléscripteurs	0.71
37385	télévisé	0.71
37386	télévisée	0.71
37387	ultraviolets	0.71
37388	utopies	0.71
37389	vaisselles	0.71
37390	vareuses	0.71
37391	veineux	0.71
37392	vernissée	0.71
37393	vertement	0.71
37394	vexations	0.71
37395	vindicatif	0.71
37396	viols	0.71
37397	vivable	0.71
37398	voisinaient	0.71
37399	voltage	0.71
37400	voltigeaient	0.71
37401	voyelle	0.71
37402	vrombissement	0.71
37403	vénéneux	0.71
37404	vétéran	0.71
37405	youpin	0.71
37406	zoologistes	0.71
37407	ébriété	0.71
37408	écaillé	0.71
37409	échalotes	0.71
37410	échardes	0.71
37411	échoués	0.71
37412	éclopés	0.71
37413	écoutera	0.71
37414	écriant	0.71
37415	éditer	0.71
37416	élargis	0.71
37417	électives	0.71
37418	électrolytique	0.71
37419	éligibilité	0.71
37420	élimé	0.71
37421	émiettement	0.71
37422	énervant	0.71
37423	épandage	0.71
37424	épiscopat	0.71
37425	érosions	0.71
37426	ésotériques	0.71
37427	étampes	0.71
37428	étendra	0.71
37429	étudiera	0.71
37430	abandonnera	0.68
37431	aboya	0.68
37432	abstient	0.68
37433	abusent	0.68
37434	accalmies	0.68
37435	accepteraient	0.68
37436	accolé	0.68
37437	accomplira	0.68
37438	accomplissements	0.68
37439	accorderait	0.68
37440	accoupler	0.68
37441	accueillaient	0.68
37442	acerbe	0.68
37443	adduction	0.68
37444	administrativement	0.68
37445	administrent	0.68
37446	adosser	0.68
37447	adoucie	0.68
37448	advienne	0.68
37449	affichaient	0.68
37450	affilié	0.68
37451	affirmèrent	0.68
37452	affirmés	0.68
37453	affronts	0.68
37454	afro	0.68
37455	agencé	0.68
37456	agitèrent	0.68
37457	agonies	0.68
37458	agonisante	0.68
37459	agripper	0.68
37460	agrippée	0.68
37461	agronomie	0.68
37462	aigrelet	0.68
37463	aigues	0.68
37464	ailerons	0.68
37465	aimeras	0.68
37466	aimerions	0.68
37467	ais	0.68
37468	ajustant	0.68
37469	ajustent	0.68
37470	alambic	0.68
37471	alangui	0.68
37472	algériennes	0.68
37473	altruisme	0.68
37474	ambitieuses	0.68
37475	amnésie	0.68
37476	amorces	0.68
37477	amortie	0.68
37478	amphibiens	0.68
37479	apercevions	0.68
37480	apoplexie	0.68
37481	appareillages	0.68
37482	apposition	0.68
37483	apprenons	0.68
37484	arborer	0.68
37485	argus	0.68
37486	arqué	0.68
37487	arrondissent	0.68
37488	aspirais	0.68
37489	assimilait	0.68
37490	attachera	0.68
37491	attardant	0.68
37492	attardées	0.68
37493	attendiez	0.68
37494	attouchement	0.68
37495	aune	0.68
37496	australe	0.68
37497	avisée	0.68
37498	axiomatisation	0.68
37499	baisant	0.68
37500	baissai	0.68
37501	baissais	0.68
37502	bandant	0.68
37503	barils	0.68
37504	baroud	0.68
37505	basal	0.68
37506	battirent	0.68
37507	bavardes	0.68
37508	bedonnant	0.68
37509	berceaux	0.68
37510	berlue	0.68
37511	berné	0.68
37512	bibliographies	0.68
37513	bienfaiteurs	0.68
37514	biochimique	0.68
37515	biographe	0.68
37516	blabla	0.68
37517	blanchissait	0.68
37518	blessante	0.68
37519	blessées	0.68
37520	boisés	0.68
37521	boitillant	0.68
37522	bonze	0.68
37523	bornons	0.68
37524	bouclait	0.68
37525	boucs	0.68
37526	bouffant	0.68
37527	bouses	0.68
37528	boutanche	0.68
37529	boutures	0.68
37530	bouées	0.68
37531	boxon	0.68
37532	brailla	0.68
37533	brandebourg	0.68
37534	braquée	0.68
37535	brasser	0.68
37536	breakfast	0.68
37537	bridges	0.68
37538	brigue	0.68
37539	brimade	0.68
37540	bringue	0.68
37541	brossait	0.68
37542	bruant	0.68
37543	brûlais	0.68
37544	butane	0.68
37545	bénédictin	0.68
37546	caban	0.68
37547	cabotinage	0.68
37548	cador	0.68
37549	cafeteria	0.68
37550	calcinés	0.68
37551	calypso	0.68
37552	calés	0.68
37553	canadiennes	0.68
37554	canines	0.68
37555	captives	0.68
37556	carotide	0.68
37557	casuistique	0.68
37558	catalyse	0.68
37559	cellulite	0.68
37560	centralisme	0.68
37561	centrer	0.68
37562	cernées	0.68
37563	cessions	0.68
37564	chalets	0.68
37565	charcuteries	0.68
37566	charcutiers	0.68
37567	chargeai	0.68
37568	charnu	0.68
37569	charriait	0.68
37570	chiant	0.68
37571	chromos	0.68
37572	chèrement	0.68
37573	chérissait	0.68
37574	cigogne	0.68
37575	cinglante	0.68
37576	clinicien	0.68
37577	cloisonnements	0.68
37578	cloqué	0.68
37579	collectionne	0.68
37580	colonisé	0.68
37581	colorié	0.68
37582	coléoptères	0.68
37583	communiqua	0.68
37584	commutateurs	0.68
37585	commérages	0.68
37586	compo	0.68
37587	concevables	0.68
37588	concluaient	0.68
37589	concouru	0.68
37590	concurrentielle	0.68
37591	conditionnels	0.68
37592	conditionnées	0.68
37593	conduisais	0.68
37594	confiscation	0.68
37595	confiserie	0.68
37596	conformant	0.68
37597	confronte	0.68
37598	confrontée	0.68
37599	conférenciers	0.68
37600	conjonctive	0.68
37601	connes	0.68
37602	consacraient	0.68
37603	consens	0.68
37604	consentaient	0.68
37605	consentît	0.68
37606	consolée	0.68
37607	constitutionnalité	0.68
37608	contemplai	0.68
37609	contredisent	0.68
37610	contrevents	0.68
37611	convinrent	0.68
37612	coopérations	0.68
37613	copiés	0.68
37614	cordillère	0.68
37615	cordonniers	0.68
37616	coreligionnaires	0.68
37617	cosinus	0.68
37618	cosmopolitisme	0.68
37619	cotés	0.68
37620	coudé	0.68
37621	couette	0.68
37622	courbées	0.68
37623	crapuleux	0.68
37624	craquelé	0.68
37625	craquelée	0.68
37626	creusets	0.68
37627	cristallisées	0.68
37628	crochus	0.68
37629	crépitaient	0.68
37630	crépitements	0.68
37631	cuisinés	0.68
37632	cuissardes	0.68
37633	culturalisme	0.68
37634	curriculum	0.68
37635	cyanure	0.68
37636	cyniquement	0.68
37637	cédèrent	0.68
37638	cérémonieuse	0.68
37639	côtoie	0.68
37640	côtoyé	0.68
37641	dactylographes	0.68
37642	dale	0.68
37643	dards	0.68
37644	dataient	0.68
37645	demanderez	0.68
37646	dentelé	0.68
37647	dentelée	0.68
37648	derviche	0.68
37649	descendrai	0.68
37650	descriptives	0.68
37651	design	0.68
37652	devisant	0.68
37653	dharma	0.68
37654	dicton	0.68
37655	disciplinés	0.68
37656	disgracieuse	0.68
37657	divaguer	0.68
37658	divorces	0.68
37659	divorcés	0.68
37660	dièse	0.68
37661	domesticité	0.68
37662	domina	0.68
37663	dormira	0.68
37664	dormirait	0.68
37665	doublées	0.68
37666	duché	0.68
37667	duels	0.68
37668	duodénal	0.68
37669	déambule	0.68
37670	déballe	0.68
37671	débiner	0.68
37672	décidât	0.68
37673	décimée	0.68
37674	décimés	0.68
37675	décolore	0.68
37676	décomposées	0.68
37677	décourageait	0.68
37678	décourageant	0.68
37679	décrivaient	0.68
37680	dédier	0.68
37681	défendrait	0.68
37682	défendues	0.68
37683	déferlaient	0.68
37684	défoncées	0.68
37685	déformable	0.68
37686	défraîchi	0.68
37687	dégradant	0.68
37688	dégringolé	0.68
37689	dépareillées	0.68
37690	dépareillés	0.68
37691	dérisoirement	0.68
37692	désaffectés	0.68
37693	désemparés	0.68
37694	désertées	0.68
37695	déshonorée	0.68
37696	désignons	0.68
37697	désobligeante	0.68
37698	détaler	0.68
37699	déterré	0.68
37700	dévastatrice	0.68
37701	dévastée	0.68
37702	dévastées	0.68
37703	dévoilait	0.68
37704	effilées	0.68
37705	embardée	0.68
37706	embusqués	0.68
37707	emportèrent	0.68
37708	empressèrent	0.68
37709	empruntaient	0.68
37710	encerclement	0.68
37711	enchantaient	0.68
37712	enchaînant	0.68
37713	encourageantes	0.68
37714	endettement	0.68
37715	endurci	0.68
37716	enflés	0.68
37717	enfoirés	0.68
37718	engendrait	0.68
37719	englouties	0.68
37720	enserrent	0.68
37721	ensoleillés	0.68
37722	entassements	0.68
37723	entendrez	0.68
37724	enthousiasmé	0.68
37725	entraîneurs	0.68
37726	entrechoquent	0.68
37727	entrecoupées	0.68
37728	entrecroisent	0.68
37729	entrecroisées	0.68
37730	entretint	0.68
37731	enviée	0.68
37732	enzymatiques	0.68
37733	escaladait	0.68
37734	escarpé	0.68
37735	espagnolette	0.68
37736	esquivé	0.68
37737	esthétisme	0.68
37738	estomaqué	0.68
37739	exceptée	0.68
37740	exogènes	0.68
37741	explicitée	0.68
37742	explorées	0.68
37743	exposants	0.68
37744	fantasques	0.68
37745	fascinent	0.68
37746	fasciner	0.68
37747	fatuité	0.68
37748	faufila	0.68
37749	faussées	0.68
37750	fautive	0.68
37751	fifre	0.68
37752	figent	0.68
37753	filiations	0.68
37754	filières	0.68
37755	finalités	0.68
37756	flac	0.68
37757	flambaient	0.68
37758	flatta	0.68
37759	fleurets	0.68
37760	flâneur	0.68
37761	follet	0.68
37762	foncées	0.68
37763	fondeur	0.68
37764	fontes	0.68
37765	fonts	0.68
37766	formulant	0.68
37767	fortifiant	0.68
37768	foudroyer	0.68
37769	fouettés	0.68
37770	foutrais	0.68
37771	fox	0.68
37772	framboises	0.68
37773	franciscains	0.68
37774	fraternelles	0.68
37775	friables	0.68
37776	frustrations	0.68
37777	fusants	0.68
37778	futilités	0.68
37779	férir	0.68
37780	gag	0.68
37781	galbe	0.68
37782	galopent	0.68
37783	garante	0.68
37784	gardiennage	0.68
37785	gastronomie	0.68
37786	gauchiste	0.68
37787	geignait	0.68
37788	germanium	0.68
37789	gestalt	0.68
37790	gestionnaires	0.68
37791	gibecière	0.68
37792	giflait	0.68
37793	girandoles	0.68
37794	givrée	0.68
37795	glousser	0.68
37796	gnome	0.68
37797	goliath	0.68
37798	grammatical	0.68
37799	graphe	0.68
37800	gratifié	0.68
37801	grattoir	0.68
37802	gravosse	0.68
37803	greffés	0.68
37804	griffé	0.68
37805	grisait	0.68
37806	grog	0.68
37807	grésillant	0.68
37808	gueulent	0.68
37809	guindé	0.68
37810	gy	0.68
37811	généalogies	0.68
37812	généralisa	0.68
37813	géomancie	0.68
37814	géomorphologie	0.68
37815	hargneusement	0.68
37816	harpie	0.68
37817	hasarder	0.68
37818	heaume	0.68
37819	hennissements	0.68
37820	herbage	0.68
37821	heurtèrent	0.68
37822	hollandaises	0.68
37823	holocauste	0.68
37824	hot	0.68
37825	hp	0.68
37826	hâté	0.68
37827	héréditairement	0.68
37828	ignare	0.68
37829	impairs	0.68
37830	impavide	0.68
37831	import	0.68
37832	importuner	0.68
37833	impressionna	0.68
37834	improvisées	0.68
37835	incandescentes	0.68
37836	inchangé	0.68
